홀 번호,Par,합계 (Total SG),원본 SG,샷 상세 내역 (샷:위치:점수)
2777,4,0.87,0.8749999999999998,"1타 [TE] (-0.08점) -> 2타 [RO / 65] (1.4점) -> 3타 [RO / 143] (0.27점) -> 4타 [GB / 1] (0.25점) -> 5타 [FB / 63] (0.08점) -> 6타 [GR / 10] (-1.05점)"
2778,5,6.88,6.880000000000001,"1타 [TE] (-1.4점) -> 2타 [FW / 50] (1.53점) -> 3타 [RO / 108] (1.1점) -> 4타 [RO / 123] (0.7점) -> 5타 [RO / 66] (0.95점) -> 6타 [RO / 56] (1.25점) -> 7타 [RO / 104] (0.35점) -> 8타 [FW / 33] (0.11점) -> 9타 [GR / 4] (1.1점) -> 10타 [GR / 5] (0.9점) -> 11타 [GR / 4] (0.4점) -> 12타 [GR / 1] (-0.1점)"
2779,5,0.75,0.7500000000000002,"1타 [TE] (0.1점) -> 2타 [GA / 15] (1.25점) -> 3타 [GB / 4] (0.1점) -> 4타 [GR / 4] (-0.7점)"
2781,5,5.75,5.75,"1타 [TE] (-0.65점) -> 2타 [GR / 3] (1.45점) -> 3타 [GR / 10] (0.55점) -> 4타 [GR / 3] (1.35점) -> 5타 [GR / 8] (0.4점) -> 6타 [GR / 2] (1.65점) -> 7타 [GR / 9] (1점) -> 8타 [GR / 9] (0.6점) -> 9타 [GR / 3] (-0.6점)"
2782,5,0.32,0.32499999999999996,"1타 [TE] (1.75점) -> 2타 [OB] (0.35점) -> 3타 [GA / 15] (-0.98점) -> 4타 [FB / 20] (0.2점) -> 5타 [GR / 9] (-1점)"
2783,3,6.31,6.305,"1타 [TE] (0.6점) -> 2타 [GB / 18] (1.4점) -> 3타 [OB] (0.2점) -> 4타 [RO / 112] (0.83점) -> 5타 [PS] (1점) -> 6타 [PS] (0.6점) -> 7타 [GB / 5] (-0.08점) -> 8타 [FW / 78] (0.91점) -> 9타 [GB / 25] (0.2점) -> 10타 [RO / 98] (0.18점) -> 11타 [FB / 88] (0.51점) -> 12타 [FB / 39] (0.65점) -> 13타 [FB / 21] (0.12점) -> 14타 [FW / 97] (0.86점) -> 15타 [GB / 29] (-1.65점)"
2785,5,3.93,3.925,"1타 [TE] (-1.12점) -> 2타 [RO / 58] (0.73점) -> 3타 [GB / 20] (1점) -> 4타 [GB / 5] (1.05점) -> 5타 [GB / 27] (0.25점) -> 6타 [FB / 72] (0.32점) -> 7타 [GA / 22] (1.1점) -> 8타 [GA / 26] (-1.52점) -> 9타 [RO / 10] (0.85점) -> 10타 [GB / 20] (0.2점) -> 11타 [RO / 67] (0.18점) -> 12타 [GA / 3] (1.25점) -> 13타 [GA / 17] (0.89점) -> 14타 [GR / 15] (-1.24점)"
2787,5,-0.77,-0.775,"1타 [TE] (-1.12점) -> 2타 [RO / 58] (0.57점) -> 3타 [FW / 24] (-0.05점) -> 4타 [RO / 115] (0.83점) -> 5타 [PS] (0.24점) -> 6타 [GR / 15] (-1.24점)"
2788,5,2.27,2.2700000000000005,"1타 [TE] (-0.77점) -> 2타 [FB / 115] (0.9점) -> 3타 [RO / 106] (0.48점) -> 4타 [GB / 2] (0.97점) -> 5타 [FB / 25] (-0.45점) -> 6타 [FW / 154] (0.91점) -> 7타 [PS] (-0.52점) -> 8타 [RO / 120] (-0.43점) -> 9타 [GR / 5] (0.55점) -> 10타 [GR / 2] (1.35점) -> 11타 [GR / 4] (-0.7점)"
2790,3,4.83,4.825,"1타 [TE] (0.35점) -> 2타 [GA / 13] (-0.08점) -> 3타 [FW / 69] (0.28점) -> 4타 [FW / 54] (2.41점) -> 5타 [OB] (0.2점) -> 6타 [RO / 98] (0.13점) -> 7타 [RO / 140] (-0.4점) -> 8타 [FW / 147] (-0.69점) -> 9타 [GR / 2] (0.75점) -> 10타 [GR / 1] (1.5점) -> 11타 [GR / 3] (1.25점) -> 12타 [GR / 6] (-0.85점)"
2793,3,7.26,7.26,"1타 [TE] (1.08점) -> 2타 [RO / 98] (0.15점) -> 3타 [FW / 19] (0.45점) -> 4타 [FW / 46] (0.71점) -> 5타 [FB / 57] (0점) -> 6타 [FW / 87] (0.86점) -> 7타 [GB / 11] (0.25점) -> 8타 [FB / 117] (0.38점) -> 9타 [GB / 18] (1점) -> 10타 [GB / 3] (0.75점) -> 11타 [GA / 19] (0.65점) -> 12타 [GR / 9] (1점) -> 13타 [GR / 9] (0.9점) -> 14타 [GR / 7] (-0.9점)"
2794,3,7.25,7.249999999999998,"1타 [TE] (1.13점) -> 2타 [RO / 100] (0.97점) -> 3타 [FW / 157] (0.26점) -> 4타 [GA / 14] (0.25점) -> 5타 [FB / 117] (-0.3점) -> 6타 [FW / 93] (0.43점) -> 7타 [FW / 18] (0.74점) -> 8타 [GR / 14] (0.14점) -> 9타 [GR / 2] (1.5점) -> 10타 [GR / 6] (1.05점) -> 11타 [GR / 7] (0.8점) -> 12타 [GR / 4] (1.2점) -> 13타 [GR / 7] (-0.9점)"
2795,5,2.85,2.85,"1타 [TE] (0.75점) -> 2타 [TE] (0.35점) -> 3타 [GA / 14] (-0.7점) -> 4타 [FW / 148] (-0.72점) -> 5타 [FB / 88] (-0.5점) -> 6타 [RO / 145] (-0.06점) -> 7타 [GR / 16] (0.44점) -> 8타 [GR / 4] (1.2점) -> 9타 [GR / 7] (0.2점) -> 10타 [GR / 1] (1점) -> 11타 [GR / 1] (1.75점) -> 12타 [GR / 6] (-0.85점)"
2797,3,5.33,5.330000000000001,"1타 [TE] (1.25점) -> 2타 [FB / 39] (1.46점) -> 3타 [FB / 147] (0.63점) -> 4타 [PS] (0.31점) -> 5타 [GR / 19] (0.29점) -> 6타 [GR / 3] (1.2점) -> 7타 [GR / 5] (1.25점) -> 8타 [GR / 10] (-1.05점)"
2798,5,0.2,0.19999999999999996,"1타 [TE] (-0.82점) -> 2타 [FB / 104] (0.62점) -> 3타 [FW / 98] (0.31점) -> 4타 [GA / 10] (-0.37점) -> 5타 [FB / 148] (0.63점) -> 6타 [PS] (0.35점) -> 7타 [GA / 25] (-0.67점) -> 8타 [FB / 85] (-0.7점) -> 9타 [RO / 102] (-0.12점) -> 10타 [GR / 9] (1점) -> 11타 [GR / 9] (0.7점) -> 12타 [GR / 4] (-0.7점)"
2800,4,2.35,2.35,"1타 [TE] (-0.15점) -> 2타 [FW / 104] (1.03점) -> 3타 [RO / 58] (1.2점) -> 4타 [FB / 85] (0.27점) -> 5타 [GA / 25] (-0.25점) -> 6타 [RO / 23] (0.48점) -> 7타 [RO / 126] (-0.43점) -> 8타 [GR / 5] (0.55점) -> 9타 [GR / 2] (-0.35점)"
2801,3,10.93,10.924999999999999,"1타 [TE] (0.85점) -> 2타 [FW / 108] (1.28점) -> 3타 [FB / 99] (0.8점) -> 4타 [FB / 58] (1.4점) -> 5타 [FB / 136] (1.68점) -> 6타 [OB] (0.85점) -> 7타 [FW / 106] (1.2점) -> 8타 [FW / 149] (0.55점) -> 9타 [GB / 11] (0.5점) -> 10타 [GA / 10] (1.5점) -> 11타 [GB / 21] (1점) -> 12타 [GB / 2] (0.5점) -> 13타 [GA / 3] (0.25점) -> 14타 [FB / 159] (-0.16점) -> 15타 [GR / 16] (-1.26점)"
2802,3,0.93,0.9349999999999994,"1타 [TE] (1점) -> 2타 [PS] (0.45점) -> 3타 [GA / 27] (-0.08점) -> 4타 [FW / 119] (0.64점) -> 5타 [RO / 30] (0.38점) -> 6타 [FB / 124] (-0.08점) -> 7타 [RO / 158] (-0.05점) -> 8타 [GR / 20] (-1.32점)"
2803,5,-2.54,-2.54,"1타 [TE] (0.35점) -> 2타 [GB / 22] (0.65점) -> 3타 [FW / 39] (1.01점) -> 4타 [GB / 22] (0.95점) -> 5타 [RO / 59] (-0.9점) -> 6타 [FB / 19] (-0.5점) -> 7타 [FW / 146] (-0.52점) -> 8타 [FB / 128] (-0.98점) -> 9타 [FW / 141] (-1.35점) -> 10타 [FW / 29] (-0.45점) -> 11타 [FB / 28] (0점) -> 12타 [GR / 5] (-0.8점)"
2804,5,-3.27,-3.2749999999999995,"1타 [TE] (-1.17점) -> 2타 [RO / 43] (0.9점) -> 3타 [RO / 23] (-0.67점) -> 4타 [RO / 43] (-0.78점) -> 5타 [FW / 97] (-0.7점) -> 6타 [FW / 101] (0.37점) -> 7타 [GR / 14] (-1.21점)"
2805,5,1.6,1.5999999999999999,"1타 [TE] (-0.82점) -> 2타 [FB / 101] (1.58점) -> 3타 [FB / 101] (-0.4점) -> 4타 [GA / 22] (-0.72점) -> 5타 [FB / 76] (0.57점) -> 6타 [GB / 22] (0.1점) -> 7타 [GR / 4] (1.25점) -> 8타 [GR / 8] (0.85점) -> 9타 [GR / 5] (-0.8점)"
2806,5,1.22,1.2249999999999999,"1타 [TE] (-1.23점) -> 2타 [FB / 28] (-0.57점) -> 3타 [FB / 66] (0.17점) -> 4타 [GR / 12] (0.46점) -> 5타 [GR / 3] (1.25점) -> 6타 [GR / 6] (1.05점) -> 7타 [GR / 7] (0.9점) -> 8타 [GR / 5] (-0.8점)"
2807,4,2.1,2.1,"1타 [TE] (0.43점) -> 2타 [FB / 151] (-0.32점) -> 3타 [GA / 5] (1점) -> 4타 [GA / 5] (0.32점) -> 5타 [GR / 20] (0.38점) -> 6타 [GR / 4] (1.3점) -> 7타 [GR / 9] (-1점)"
2810,5,1.96,1.9600000000000004,"1타 [TE] (0.35점) -> 2타 [GB / 14] (1점) -> 3타 [GB / 20] (0.91점) -> 4타 [FB / 16] (-0.37점) -> 5타 [RO / 119] (-0.8점) -> 6타 [FB / 95] (-0.32점) -> 7타 [GR / 5] (0.8점) -> 8타 [GR / 3] (1.3점) -> 9타 [GR / 7] (-0.9점)"
2814,3,8.63,8.625,"1타 [TE] (1.2점) -> 2타 [RO / 33] (1.18점) -> 3타 [FW / 144] (0.96점) -> 4타 [FW / 144] (0.55점) -> 5타 [FW / 40] (1.3점) -> 6타 [FW / 104] (0.76점) -> 7타 [GB / 6] (-0.08점) -> 8타 [FW / 108] (0.36점) -> 9타 [RO / 144] (-0.08점) -> 10타 [FB / 101] (0.41점) -> 11타 [FB / 32] (0점) -> 12타 [FW / 98] (1.21점) -> 13타 [FW / 98] (0.46점) -> 14타 [FB / 14] (0.4점) -> 15타 [RO / 78] (0.02점)"
2820,5,-0.32,-0.32499999999999996,"1타 [TE] (-1.02점) -> 2타 [RO / 74] (0.63점) -> 3타 [GB / 1] (0.95점) -> 4타 [RO / 51] (0.41점) -> 5타 [GR / 17] (-1.28점)"
2821,5,-3.15,-3.15,"1타 [TE] (-1.02점) -> 2타 [FB / 67] (0.38점) -> 3타 [GA / 17] (-0.8점) -> 4타 [FW / 123] (-0.47점) -> 5타 [RO / 123] (-0.12점) -> 6타 [GR / 11] (-1.1점)"
2824,5,-1.03,-1.0250000000000001,"1타 [TE] (-1.56점) -> 2타 [FW / 26] (0.77점) -> 3타 [GR / 15] (0.36점) -> 4타 [GR / 3] (-0.6점)"
2825,3,2.97,2.9700000000000006,"1타 [TE] (0.52점) -> 2타 [RO / 23] (0.17점) -> 3타 [FW / 68] (1.36점) -> 4타 [FW / 68] (0.2점) -> 5타 [RO / 139] (-0.07점) -> 6타 [GR / 14] (0.39점) -> 7타 [GR / 3] (1.1점) -> 8타 [GR / 4] (-0.7점)"
2827,5,7.68,7.675000000000002,"1타 [TE] (1.75점) -> 2타 [OB] (-0.73점) -> 3타 [RO / 83] (0.85점) -> 4타 [RO / 56] (0.72점) -> 5타 [FW / 59] (1.83점) -> 6타 [FB / 154] (0.65점) -> 7타 [RO / 96] (0.27점) -> 8타 [GA / 21] (0.75점) -> 9타 [GA / 6] (2점) -> 10타 [OB] (0.6점) -> 11타 [GB / 23] (-0.08점) -> 12타 [FW / 121] (0점) -> 13타 [GR / 8] (-0.95점)"
2828,3,5.9,5.8950000000000005,"1타 [TE] (0.1점) -> 2타 [GA / 10] (1점) -> 3타 [GA / 10] (1점) -> 4타 [PA] (0.1점) -> 5타 [GA / 10] (0.25점) -> 6타 [FB / 114] (0.38점) -> 7타 [GB / 17] (0.93점) -> 8타 [RO / 30] (0.73점) -> 9타 [GB / 23] (-0.08점) -> 10타 [FW / 150] (0.91점) -> 11타 [FW / 150] (0.25점) -> 12타 [FW / 39] (0.61점) -> 13타 [RO / 133] (-0.23점) -> 14타 [GR / 10] (0.55점) -> 15타 [GR / 3] (-0.6점)"
2831,3,3.5,3.5000000000000004,"1타 [TE] (0.06점) -> 2타 [FW / 12] (0.78점) -> 3타 [FB / 45] (0.48점) -> 4타 [GA / 18] (1점) -> 5타 [GA / 21] (1.3점) -> 6타 [GB / 27] (0.2점) -> 7타 [RO / 75] (0.28점) -> 8타 [FW / 36] (0.72점) -> 9타 [GR / 19] (-1.31점)"
2835,5,7.68,7.675,"1타 [TE] (0.1점) -> 2타 [GA / 14] (1.25점) -> 3타 [GB / 6] (0.25점) -> 4타 [FB / 101] (1.83점) -> 5타 [OB] (-0.42점) -> 6타 [RO / 142] (-0.09점) -> 7타 [GR / 15] (0.76점) -> 8타 [GR / 9] (1점) -> 9타 [GR / 9] (0.85점) -> 10타 [GR / 6] (1점) -> 11타 [GR / 6] (0.95점) -> 12타 [GR / 5] (1.25점) -> 13타 [GR / 10] (-1.05점)"
2836,5,1.25,1.2499999999999998,"1타 [TE] (0.35점) -> 2타 [GB / 23] (0.4점) -> 3타 [GB / 23] (-0.67점) -> 4타 [FB / 85] (-0.8점) -> 5타 [RO / 84] (0.27점) -> 6타 [GR / 18] (0.4점) -> 7타 [GR / 4] (1.1점) -> 8타 [GR / 5] (1점) -> 9타 [GR / 5] (-0.8점)"
2837,3,0.32,0.32499999999999984,"1타 [TE] (0.1점) -> 2타 [GA / 5] (0.25점) -> 3타 [FB / 85] (-0.16점) -> 4타 [FW / 71] (0.96점) -> 5타 [GB / 29] (0.25점) -> 6타 [FB / 80] (-0.73점) -> 7타 [GR / 2] (-0.35점)"
2838,5,-1.4,-1.4,"1타 [TE] (0.1점) -> 2타 [GA / 11] (-0.87점) -> 3타 [RO / 51] (-0.5점) -> 4타 [RO / 100] (0.18점) -> 5타 [GR / 18] (0.3점) -> 6타 [GR / 3] (-0.6점)"
2839,5,2.75,2.75,"1타 [TE] (-0.35점) -> 2타 [GR / 7] (0.7점) -> 3타 [GR / 3] (0.5점) -> 4타 [GR / 1] (1.25점) -> 5타 [GR / 2] (1.45점) -> 6타 [GR / 5] (-0.8점)"
2842,5,3.75,3.7499999999999996,"1타 [TE] (-0.01점) -> 2타 [GR / 15] (0.71점) -> 3타 [GR / 8] (1점) -> 4타 [GR / 8] (0.95점) -> 5타 [GR / 7] (0.95점) -> 6타 [GR / 6] (0.75점) -> 7타 [GR / 3] (-0.6점)"
2844,5,3.35,3.35,"1타 [TE] (0.1점) -> 2타 [GA / 23] (2점) -> 3타 [OB] (-0.65점) -> 4타 [FW / 153] (0.26점) -> 5타 [GA / 19] (0.75점) -> 6타 [GR / 11] (0.25점) -> 7타 [GR / 2] (1.5점) -> 8타 [GR / 6] (-0.85점)"
2845,5,-3.87,-3.87,"1타 [TE] (0.75점) -> 2타 [PS] (0.1점) -> 3타 [GA / 3] (-0.95점) -> 4타 [FW / 99] (0.81점) -> 5타 [GB / 2] (-0.08점) -> 6타 [FW / 71] (-0.17점) -> 7타 [FB / 128] (-1.3점) -> 8타 [RO / 21] (-0.73점) -> 9타 [RO / 39] (-0.49점) -> 10타 [FB / 90] (0.48점) -> 11타 [GB / 18] (0.25점) -> 12타 [FB / 113] (-1점) -> 13타 [FB / 69] (-1.28점) -> 14타 [FW / 22] (-0.78점) -> 15타 [FW / 25] (0.53점)"
2846,5,0.75,0.7499999999999999,"1타 [TE] (-0.07점) -> 2타 [GR / 13] (0.72점) -> 3타 [GR / 7] (0.2점) -> 4타 [GR / 1] (-0.1점)"
2847,3,1.49,1.4899999999999998,"1타 [TE] (0.6점) -> 2타 [GB / 7] (-0.08점) -> 3타 [FW / 113] (0.55점) -> 4타 [RO / 15] (0.45점) -> 5타 [RO / 85] (-0.13점) -> 6타 [GR / 7] (0.45점) -> 7타 [GR / 2] (-0.35점)"
2848,5,-3.03,-3.0250000000000004,"1타 [TE] (-1.23점) -> 2타 [FB / 24] (-0.6점) -> 3타 [FW / 124] (-0.52점) -> 4타 [FB / 109] (-0.65점) -> 5타 [FB / 120] (-1.48점) -> 6타 [FW / 46] (0.67점) -> 7타 [GR / 14] (0.49점) -> 8타 [GR / 4] (1.15점) -> 9타 [GR / 6] (-0.85점)"
2853,3,3.3,3.3,"1타 [TE] (1.38점) -> 2타 [FB / 140] (1점) -> 3타 [RO / 154] (-0.07점) -> 4타 [FB / 10] (0.12점) -> 5타 [FW / 134] (0.26점) -> 6타 [FB / 141] (0.08점) -> 7타 [GA / 30] (0.15점) -> 8타 [GR / 3] (0.5점) -> 9타 [GR / 1] (-0.1점)"
2856,5,-1.65,-1.65,"1타 [TE] (-0.15점) -> 2타 [GA / 8] (-0.82점) -> 3타 [FB / 55] (-0.55점) -> 4타 [FB / 95] (-0.32점) -> 5타 [GR / 5] (0.8점) -> 6타 [GR / 3] (-0.6점)"
2858,3,3.77,3.7700000000000005,"1타 [TE] (0.88점) -> 2타 [FB / 42] (0.73점) -> 3타 [GB / 11] (0.97점) -> 4타 [FB / 21] (0.48점) -> 5타 [GR / 17] (0.77점) -> 6타 [GR / 10] (0.9점) -> 7타 [GR / 8] (-0.95점)"
2859,5,0.43,0.42500000000000004,"1타 [TE] (-1.12점) -> 2타 [RO / 51] (1.25점) -> 3타 [RO / 105] (0.77점) -> 4타 [FW / 113] (0.8점) -> 5타 [FW / 77] (0.41점) -> 6타 [GA / 7] (-1.37점) -> 7타 [FB / 12] (-0.57점) -> 8타 [FB / 68] (-0.98점) -> 9타 [FW / 88] (0.16점) -> 10타 [GR / 7] (0.8점) -> 11타 [GR / 4] (0.65점) -> 12타 [GR / 2] (-0.35점)"
2861,5,3.86,3.8550000000000013,"1타 [TE] (0.75점) -> 2타 [PS] (-1.01점) -> 3타 [FW / 87] (0.75점) -> 4타 [FW / 33] (1.44점) -> 5타 [RO / 87] (0.98점) -> 6타 [RO / 87] (0.98점) -> 7타 [FB / 66] (0.63점) -> 8타 [GB / 5] (0.5점) -> 9타 [GA / 6] (2점) -> 10타 [OB] (0.1점) -> 11타 [GA / 5] (-0.92점) -> 12타 [RO / 49] (-0.88점) -> 13타 [FW / 79] (-0.52점) -> 14타 [FB / 58] (0.29점) -> 15타 [GR / 14] (-1.21점)"
2862,5,-0.25,-0.25,"1타 [TE] (-0.25점) -> 2타 [GR / 9] (0.9점) -> 3타 [GR / 7] (-0.9점)"
2864,4,-0.52,-0.5249999999999999,"1타 [TE] (-0.4점) -> 2타 [GB / 17] (1.05점) -> 3타 [GB / 26] (0.25점) -> 4타 [FB / 152] (-0.47점) -> 5타 [GR / 8] (-0.95점)"
2866,5,2.75,2.75,"1타 [TE] (0.35점) -> 2타 [GB / 21] (1점) -> 3타 [GB / 2] (0.5점) -> 4타 [GA / 9] (1.5점) -> 5타 [GB / 19] (0.61점) -> 6타 [GR / 14] (-1.21점)"
2867,5,1.75,1.7500000000000002,"1타 [TE] (0.35점) -> 2타 [GB / 25] (0.75점) -> 3타 [GA / 22] (0.45점) -> 4타 [GR / 5] (1.15점) -> 5타 [GR / 8] (-0.95점)"
2868,4,2.35,2.3499999999999996,"1타 [TE] (-0.65점) -> 2타 [GA / 21] (0.13점) -> 3타 [RO / 101] (-0.05점) -> 4타 [FB / 84] (0.52점) -> 5타 [GB / 14] (0.4점) -> 6타 [GB / 14] (-0.08점) -> 7타 [RO / 60] (0.3점) -> 8타 [RO / 129] (-0.13점) -> 9타 [FW / 155] (-0.4점) -> 10타 [FW / 77] (0.43점) -> 11타 [RO / 107] (0.19점) -> 12타 [GR / 19] (0.74점) -> 13타 [GR / 10] (0.55점) -> 14타 [GR / 3] (1점) -> 15타 [GR / 3] (-0.6점)"
2869,5,-0.25,-0.25,"1타 [TE] (-0.4점) -> 2타 [GR / 6] (0.75점) -> 3타 [GR / 3] (-0.6점)"
2870,4,1.78,1.775,"1타 [TE] (0.08점) -> 2타 [RO / 95] (1.15점) -> 3타 [FB / 111] (0.75점) -> 4타 [RO / 72] (0.63점) -> 5타 [GB / 25] (0.2점) -> 6타 [RO / 158] (-0.03점) -> 7타 [GA / 13] (0.38점) -> 8타 [FB / 149] (-0.5점) -> 9타 [FB / 46] (0.44점) -> 10타 [GR / 19] (-1.31점)"
2871,3,7.38,7.380000000000001,"1타 [TE] (1.2점) -> 2타 [RO / 35] (0.63점) -> 3타 [RO / 18] (0.45점) -> 4타 [RO / 61] (0점) -> 5타 [FW / 94] (0.13점) -> 6타 [FW / 52] (0.33점) -> 7타 [FW / 130] (0.11점) -> 8타 [GA / 6] (1.35점) -> 9타 [GA / 29] (-0.08점) -> 10타 [FW / 59] (2.41점) -> 11타 [OB] (0.25점) -> 12타 [FB / 116] (0.12점) -> 13타 [GA / 13] (1.25점) -> 14타 [GB / 25] (0.85점) -> 15타 [GA / 27] (-1.6점)"
2873,5,2.97,2.9749999999999996,"1타 [TE] (-1.56점) -> 2타 [FW / 29] (1.53점) -> 3타 [PS] (0.35점) -> 4타 [GA / 19] (1.25점) -> 5타 [GB / 20] (1.05점) -> 6타 [GB / 27] (0.67점) -> 7타 [GR / 20] (0.38점) -> 8타 [GR / 4] (-0.7점)"
2875,4,5.58,5.575,"1타 [TE] (2점) -> 2타 [OB] (0.6점) -> 3타 [GB / 22] (-0.08점) -> 4타 [FW / 127] (-0.02점) -> 5타 [RO / 63] (1.08점) -> 6타 [PS] (1점) -> 7타 [PS] (0.02점) -> 8타 [FB / 70] (0.32점) -> 9타 [GA / 18] (0.75점) -> 10타 [GA / 8] (0.8점) -> 11타 [GR / 7] (-0.9점)"
2876,4,4.35,4.3500000000000005,"1타 [TE] (0.23점) -> 2타 [RO / 122] (0.78점) -> 3타 [RO / 122] (1.13점) -> 4타 [FB / 92] (0.75점) -> 5타 [RO / 50] (0.73점) -> 6타 [GB / 15] (-0.08점) -> 7타 [FW / 109] (0.08점) -> 8타 [FB / 59] (-0.23점) -> 9타 [FW / 75] (0.05점) -> 10타 [FW / 80] (0.33점) -> 11타 [RO / 92] (0.57점) -> 12타 [GB / 26] (-0.08점) -> 13타 [FW / 116] (0.33점) -> 14타 [FB / 112] (-0.43점) -> 15타 [FW / 90] (0.21점)"
2877,5,-2.37,-2.3699999999999997,"1타 [TE] (-1.56점) -> 2타 [FW / 24] (-0.2점) -> 3타 [RO / 88] (-1.28점) -> 4타 [FW / 30] (-0.01점) -> 5타 [RO / 143] (-1.23점) -> 6타 [GR / 1] (1.7점) -> 7타 [GR / 5] (0.3점) -> 8타 [GR / 1] (-0.1점)"
2880,5,-1.25,-1.25,"1타 [TE] (0.06점) -> 2타 [GR / 19] (-1.31점)"
2881,4,-0.65,-0.65,"1타 [TE] (-0.65점) -> 2타 [GA / 21] (1점) -> 3타 [GA / 21] (0.09점) -> 4타 [FW / 158] (-0.09점) -> 5타 [GR / 9] (-1점)"
2882,5,2.45,2.45,"1타 [TE] (-1.07점) -> 2타 [RO / 67] (2.83점) -> 3타 [OB] (1점) -> 4타 [OB] (-0.02점) -> 5타 [RO / 27] (-0.28점) -> 6타 [FB / 114] (0.38점) -> 7타 [GB / 18] (0.25점) -> 8타 [FB / 63] (0.13점) -> 9타 [GA / 10] (1점) -> 10타 [GA / 8] (-0.37점) -> 11타 [FB / 145] (-0.67점) -> 12타 [GR / 4] (-0.7점)"
2884,5,1.75,1.7549999999999994,"1타 [TE] (-0.87점) -> 2타 [RO / 102] (1.05점) -> 3타 [FB / 108] (0.72점) -> 4타 [FW / 112] (1.48점) -> 5타 [FB / 141] (0.75점) -> 6타 [FB / 99] (0.22점) -> 7타 [GA / 25] (-1.1점) -> 8타 [FW / 63] (1.36점) -> 9타 [FW / 63] (-1.26점) -> 10타 [FW / 34] (-0.24점) -> 11타 [GR / 2] (-0.35점)"
2886,5,3.43,3.425,"1타 [TE] (0.75점) -> 2타 [PS] (0.6점) -> 3타 [GB / 14] (1점) -> 4타 [FB / 57] (0.32점) -> 5타 [GR / 15] (0.36점) -> 6타 [GR / 3] (1.2점) -> 7타 [GR / 5] (-0.8점)"
2888,5,-1.18,-1.185,"1타 [TE] (-1.23점) -> 2타 [FB / 20] (0.8점) -> 3타 [GB / 7] (0.79점) -> 4타 [FB / 12] (-0.32점) -> 5타 [RO / 125] (0.01점) -> 6타 [GR / 15] (-1.24점)"
2889,5,0.47,0.47499999999999987,"1타 [TE] (-0.62점) -> 2타 [FB / 146] (0.22점) -> 3타 [GB / 16] (-0.08점) -> 4타 [FW / 149] (0.31점) -> 5타 [GA / 16] (1점) -> 6타 [GA / 18] (0.75점) -> 7타 [GR / 11] (-1.1점)"
2890,4,1.61,1.6050000000000002,"1타 [TE] (-0.4점) -> 2타 [GB / 5] (-0.08점) -> 3타 [FW / 99] (0.15점) -> 4타 [FW / 125] (-0.15점) -> 5타 [FB / 37] (0.26점) -> 6타 [RO / 115] (-0.18점) -> 7타 [FW / 137] (0.11점) -> 8타 [GA / 4] (1.25점) -> 9타 [GA / 15] (1.25점) -> 10타 [GB / 6] (0.66점) -> 11타 [GR / 16] (-1.26점)"
2891,3,1.48,1.4749999999999999,"1타 [TE] (0.1점) -> 2타 [GA / 3] (0.25점) -> 3타 [FB / 109] (0.03점) -> 4타 [RO / 114] (0.07점) -> 5타 [FB / 64] (1.02점) -> 6타 [PS] (0.21점) -> 7타 [GR / 14] (0.49점) -> 8타 [GR / 4] (-0.7점)"
2893,4,7.11,7.11,"1타 [TE] (-0.45점) -> 2타 [FW / 44] (1.73점) -> 3타 [FB / 127] (0.77점) -> 4타 [FW / 147] (0.96점) -> 5타 [PS] (-0.25점) -> 6타 [RO / 23] (0.85점) -> 7타 [GB / 21] (0.96점) -> 8타 [FB / 19] (0.8점) -> 9타 [GB / 14] (0.75점) -> 10타 [GA / 22] (-0.11점) -> 11타 [FW / 113] (0.41점) -> 12타 [GR / 18] (0.05점) -> 13타 [GR / 2] (1.6점) -> 14타 [GR / 8] (-0.95점)"
2894,3,2.63,2.625,"1타 [TE] (0.35점) -> 2타 [GA / 16] (-0.08점) -> 3타 [FW / 64] (0.06점) -> 4타 [GR / 4] (0.65점) -> 5타 [GR / 2] (1.45점) -> 6타 [GR / 5] (1점) -> 7타 [GR / 5] (-0.8점)"
2896,4,9.88,9.88,"1타 [TE] (0.33점) -> 2타 [RO / 146] (0.47점) -> 3타 [FW / 92] (0.96점) -> 4타 [RO / 32] (1.16점) -> 5타 [RO / 80] (0.98점) -> 6타 [RO / 80] (1.13점) -> 7타 [FB / 94] (0.72점) -> 8타 [FW / 106] (-0.25점) -> 9타 [GR / 3] (0.75점) -> 10타 [GR / 2] (1.55점) -> 11타 [GR / 7] (1.05점) -> 12타 [GR / 8] (0.75점) -> 13타 [GR / 4] (1점) -> 14타 [GR / 4] (-0.7점)"
2897,5,0.55,0.5499999999999999,"1타 [TE] (-1.9점) -> 2타 [FW / 13] (1.13점) -> 3타 [GB / 1] (0.95점) -> 4타 [RO / 58] (-0.98점) -> 5타 [FW / 68] (1.36점) -> 6타 [FW / 68] (-0.2점) -> 7타 [GR / 5] (0.3점) -> 8타 [GR / 1] (-0.1점)"
2898,5,-0.33,-0.32500000000000007,"1타 [TE] (-1.02점) -> 2타 [RO / 73] (0.67점) -> 3타 [GB / 28] (0.62점) -> 4타 [FW / 57] (0.62점) -> 5타 [GR / 14] (-1.21점)"
2899,3,0.65,0.65,"1타 [TE] (0.6점) -> 2타 [GB / 5] (0.2점) -> 3타 [RO / 105] (0.13점) -> 4타 [FB / 120] (-0.13점) -> 5타 [GR / 12] (0.71점) -> 6타 [GR / 6] (-0.85점)"
